No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
575203;11/09/2021;13018;United Kingdom;24;43
547079;3/20/2021;15408;United Kingdom;106;267
554557;5/25/2021;15804;United Kingdom;314;525
543586;02/10/2021;15809;United Kingdom;112;199
557846;6/23/2021;17365;United Kingdom;554;474
541511;1/18/2021;17576;United Kingdom;54;129
575483;11/09/2021;16996;United Kingdom;154;415
558113;6/27/2021;14911;EIRE;314;616
537030;12/03/2020;16455;United Kingdom;142;246
566779;9/15/2021;13931;United Kingdom;-4;-7
562158;08/03/2021;15039;United Kingdom;219;537
578281;11/23/2021;14099;United Kingdom;74;214
581190;12/07/2021;;United Kingdom;-102;0
576235;11/14/2021;17769;United Kingdom;-3;-12
571566;10/18/2021;13594;United Kingdom;359;397
572833;10/26/2021;12748;United Kingdom;15;31
580490;12/04/2021;15773;United Kingdom;311;636
580919;12/06/2021;16571;United Kingdom;-27;-99
575056;11/08/2021;17736;United Kingdom;-1;-40
573917;11/01/2021;18135;United Kingdom;48;147
573482;10/31/2021;;United Kingdom;-54;0
561655;7/28/2021;18102;United Kingdom;1828;6592
547511;3/23/2021;17411;United Kingdom;126;286
558256;6/27/2021;13552;United Kingdom;-8;-20
540844;01/11/2021;12971;United Kingdom;38;72
546544;3/14/2021;16570;United Kingdom;232;454
540647;01/10/2021;17406;United Kingdom;515;1248
563955;8/22/2021;16652;United Kingdom;30;83
537597;12/07/2020;15498;United Kingdom;-1;-281
577748;11/21/2021;15159;United Kingdom;828;1438
569480;10/04/2021;13408;United Kingdom;4;24
555472;06/03/2021;16701;United Kingdom;381;303
572556;10/24/2021;17317;United Kingdom;-36;-38
538661;12/13/2020;15194;United Kingdom;119;309
539565;12/20/2020;14113;United Kingdom;-7;-25
577747;11/21/2021;17450;United Kingdom;1182;5490
575391;11/09/2021;14354;United Kingdom;90;88
536808;12/02/2020;17659;United Kingdom;64;248
542396;1/27/2021;;United Kingdom;-4;0
575493;11/10/2021;18210;United Kingdom;271;321
556264;06/09/2021;16107;United Kingdom;94;533
539995;01/04/2021;;United Kingdom;-12;0
559401;07/08/2021;15039;United Kingdom;95;186
574035;11/02/2021;14606;United Kingdom;60;113
573407;10/30/2021;18067;United Kingdom;189;396
573752;11/01/2021;;United Kingdom;-90;0
542353;1/27/2021;16700;United Kingdom;463;508
547196;3/21/2021;12637;France;5;5
545300;03/01/2021;15092;United Kingdom;116;323
545896;03/07/2021;15869;United Kingdom;118;62
561652;7/28/2021;;United Kingdom;2;0
579928;12/01/2021;14121;United Kingdom;-1;-25
568411;9/27/2021;;United Kingdom;426;2887
538375;12/12/2020;17126;United Kingdom;-1;-10
557315;6/19/2021;15535;United Kingdom;38;125
569319;10/03/2021;14290;United Kingdom;448;729
552491;05/09/2021;17033;United Kingdom;66;300
566395;09/12/2021;14952;United Kingdom;164;684
556915;6/15/2021;15036;United Kingdom;86;193
565870;09/07/2021;16828;United Kingdom;1;15
551860;05/04/2021;15508;United Kingdom;32;111
569263;10/03/2021;18102;United Kingdom;1702;4849
547872;3/27/2021;16777;United Kingdom;50;177
577060;11/17/2021;14397;United Kingdom;92;132
542277;1/27/2021;14440;United Kingdom;191;529
543117;02/03/2021;12464;Belgium;21;214
537246;12/06/2020;12808;Portugal;53;129
579442;11/29/2021;15152;United Kingdom;88;263
576858;11/16/2021;17183;United Kingdom;-2;-23
548728;04/04/2021;13198;United Kingdom;835;903
565202;09/01/2021;14482;United Kingdom;123;228
578377;11/24/2021;14277;France;-360;-259
562015;08/01/2021;17615;United Kingdom;30;57
546388;03/11/2021;;United Kingdom;548;2473
549329;04/08/2021;;United Kingdom;-1;0
552867;05/12/2021;15513;United Kingdom;292;1105
564480;8/25/2021;17656;United Kingdom;240;319
540383;01/06/2021;16422;United Kingdom;203;407
550052;4/14/2021;17068;United Kingdom;198;423
536381;12/01/2020;15311;United Kingdom;198;450
557964;6/24/2021;15498;United Kingdom;165;272
549164;04/06/2021;;United Kingdom;-75;0
538726;12/14/2020;13078;United Kingdom;-1;-3
570482;10/10/2021;17459;United Kingdom;227;300
545463;03/03/2021;13784;United Kingdom;57;97
569491;10/04/2021;14056;United Kingdom;240;529
567381;9/20/2021;17450;United Kingdom;6760;22105
569212;10/02/2021;15164;United Kingdom;217;475
549906;04/12/2021;14998;United Kingdom;105;184
569897;10/06/2021;17813;United Kingdom;595;1044
542694;1/31/2021;12908;United Kingdom;600;318
551817;05/04/2021;17974;United Kingdom;87;173
569241;10/03/2021;14488;United Kingdom;799;1064
545414;03/02/2021;12980;United Kingdom;24;839
540380;01/06/2021;16094;United Kingdom;-12;-25
553039;5/13/2021;16422;United Kingdom;409;601
572229;10/21/2021;14329;United Kingdom;574;1161
536500;12/01/2020;17377;United Kingdom;102;224
568551;9/27/2021;14883;United Kingdom;250;184
553151;5/13/2021;13089;United Kingdom;416;693
578155;11/23/2021;12748;United Kingdom;73;177
541008;1/13/2021;17848;United Kingdom;68;72
571750;10/19/2021;12744;Singapore;-2;-6068
574951;11/08/2021;15763;United Kingdom;84;564
541688;1/20/2021;12683;France;-4;-44
563707;8/18/2021;16626;United Kingdom;50;137
541678;1/20/2021;17771;United Kingdom;110;116
542881;02/01/2021;14587;United Kingdom;58;150
580879;12/06/2021;17346;United Kingdom;66;137
579962;12/01/2021;14243;United Kingdom;66;107
561037;7/24/2021;12472;Germany;472;612
547664;3/24/2021;13069;United Kingdom;398;274
571543;10/17/2021;17677;United Kingdom;-6;-25
544922;2/24/2021;15847;United Kingdom;348;181
541756;1/21/2021;12664;Finland;164;662
578531;11/24/2021;17364;United Kingdom;205;250
537896;12/09/2020;18071;United Kingdom;157;259
549949;4/13/2021;13208;United Kingdom;148;205
577812;11/22/2021;16956;United Kingdom;114;309
538106;12/09/2020;17950;United Kingdom;57;73
557297;6/19/2021;12421;Spain;145;239
537820;12/08/2020;16016;United Kingdom;-1;-9
550360;4/18/2021;14978;United Kingdom;84;395
547843;3/27/2021;18273;United Kingdom;20;51
551660;05/03/2021;15271;United Kingdom;54;107
548469;3/31/2021;14543;United Kingdom;-30;-283
562418;08/04/2021;16572;United Kingdom;176;367
580820;12/06/2021;13685;United Kingdom;2;3
554678;5/25/2021;;United Kingdom;-30;0
568990;9/29/2021;15933;United Kingdom;271;316
577024;11/17/2021;14704;United Kingdom;107;160
559498;07/08/2021;15078;United Kingdom;-4;-14
566758;9/14/2021;14292;United Kingdom;-4;-13
564739;8/28/2021;16931;United Kingdom;81;175
551057;4/26/2021;16942;United Kingdom;138;285
571032;10/13/2021;13827;United Kingdom;46;111
554361;5/24/2021;17811;United Kingdom;-1;-5
543919;2/14/2021;13157;United Kingdom;190;198
571506;10/17/2021;15355;United Kingdom;21;126
570860;10/12/2021;;United Kingdom;44;0
570679;10/11/2021;17769;United Kingdom;132;377
578211;11/23/2021;12748;United Kingdom;343;320
558875;07/04/2021;13301;United Kingdom;81;153
548796;04/04/2021;15752;United Kingdom;340;404
572756;10/25/2021;15482;United Kingdom;384;360
561109;7/25/2021;15218;United Kingdom;212;298
546365;03/11/2021;12520;Germany;618;987
551292;4/27/2021;14298;United Kingdom;362;432
572473;10/24/2021;18188;United Kingdom;-1;-3
580173;12/02/2021;18282;United Kingdom;28;78
554035;5/20/2021;16187;United Kingdom;26;64
559360;07/07/2021;14657;United Kingdom;68;115
577361;11/18/2021;13012;United Kingdom;4;15
543382;02/07/2021;14030;United Kingdom;225;307
566185;09/09/2021;18167;United Kingdom;-4;-13
553935;5/20/2021;15856;United Kingdom;615;773
556579;6/13/2021;15069;United Kingdom;520;1110
544410;2/18/2021;;United Kingdom;-741;0
552549;05/10/2021;15674;United Kingdom;1;335
563468;8/16/2021;16168;United Kingdom;16;65
543267;02/04/2021;;United Kingdom;3;0
565218;09/01/2021;12739;United Arab Emirates;485;976
565289;09/02/2021;14911;EIRE;163;749
554371;5/24/2021;17659;United Kingdom;451;595
560779;7/21/2021;;United Kingdom;129;895
548326;3/30/2021;15424;United Kingdom;168;190
543800;2/13/2021;17282;United Kingdom;617;742
576539;11/15/2021;13058;United Kingdom;26;134
560732;7/20/2021;14056;United Kingdom;196;341
569641;10/05/2021;12841;United Kingdom;119;197
546975;3/18/2021;;United Kingdom;-1;-19
547931;3/28/2021;12594;Italy;1;28
548359;3/30/2021;14828;United Kingdom;696;494
547062;3/20/2021;16728;United Kingdom;160;224
561480;7/27/2021;;United Kingdom;-12;0
552233;05/06/2021;17068;United Kingdom;25;112
541615;1/20/2021;16395;United Kingdom;132;149
558620;6/30/2021;15584;United Kingdom;49;155
580975;12/06/2021;12989;United Kingdom;24;61
551470;4/28/2021;16782;United Kingdom;44;113
561396;7/27/2021;13458;United Kingdom;512;795
550534;4/19/2021;14326;United Kingdom;-4;-17
568689;9/28/2021;17841;United Kingdom;-10;-15
536757;12/02/2020;15838;United Kingdom;-9360;-281
537955;12/09/2020;16782;United Kingdom;89;372
580356;12/02/2021;18109;United Kingdom;2;15
563011;08/11/2021;16283;United Kingdom;46;110
554816;5/26/2021;17550;United Kingdom;22;100
575188;11/09/2021;16759;United Kingdom;120;311
574685;11/06/2021;17581;United Kingdom;86;175
546653;3/15/2021;;United Kingdom;77;550
554524;5/24/2021;14738;United Kingdom;12;17
547358;3/22/2021;15998;United Kingdom;643;919
540181;01/05/2021;13199;United Kingdom;216;199
568954;9/29/2021;13576;United Kingdom;176;502
571319;10/17/2021;17164;United Kingdom;-1;-1
580294;12/02/2021;17364;United Kingdom;137;272
578296;11/23/2021;16653;United Kingdom;24;95
563425;8/16/2021;15140;United Kingdom;343;567
539499;12/20/2020;15312;United Kingdom;-3;-4
568685;9/28/2021;16394;United Kingdom;612;309
565437;09/04/2021;17050;United Kingdom;261;568
579534;11/30/2021;13784;United Kingdom;36;38
549979;4/13/2021;17511;United Kingdom;20;31
562039;08/02/2021;12593;France;52;86
575889;11/11/2021;16433;United Kingdom;106;184
553502;5/17/2021;17677;United Kingdom;-5;-19
556253;06/09/2021;17652;United Kingdom;30;186
563201;8/14/2021;13838;United Kingdom;33;93
569910;10/06/2021;17139;United Kingdom;570;1078
544911;2/24/2021;16838;United Kingdom;93;392
561857;7/29/2021;13004;United Kingdom;246;308
550815;4/20/2021;;United Kingdom;8;0
563840;8/19/2021;14712;United Kingdom;102;116
570488;10/10/2021;14096;United Kingdom;779;3381
556780;6/14/2021;14524;United Kingdom;107;275
574838;11/07/2021;12484;Spain;5;140
536861;12/03/2020;12427;Germany;79;304
581467;12/08/2021;13077;United Kingdom;256;152
566165;09/09/2021;14911;EIRE;-11;-76
559883;7/13/2021;14397;United Kingdom;82;56
570875;10/12/2021;12667;Finland;395;620
540859;01/12/2021;17965;United Kingdom;181;439
562210;08/03/2021;13486;United Kingdom;389;617
546673;3/15/2021;;United Kingdom;48;0
563836;8/19/2021;15938;United Kingdom;48;69
538533;12/13/2020;14796;United Kingdom;238;358
556266;06/09/2021;13900;United Kingdom;1;9
579532;11/30/2021;12494;France;-5;-58
560282;7/18/2021;14758;United Kingdom;100;277
536942;12/03/2020;;United Kingdom;15;0
536609;12/02/2020;17850;United Kingdom;88;244
572277;10/23/2021;16768;United Kingdom;108;192
578306;11/23/2021;17410;United Kingdom;150;236
571044;10/13/2021;14421;United Kingdom;171;358
561664;7/28/2021;15189;United Kingdom;264;569
545466;03/03/2021;18102;United Kingdom;200;1396
546142;03/09/2021;;United Kingdom;-1100;0
576410;11/15/2021;;United Kingdom;-16;0
577491;11/20/2021;14595;United Kingdom;49;126
578140;11/23/2021;14646;Netherlands;5760;7953
570638;10/11/2021;17888;United Kingdom;185;251
549847;04/12/2021;15358;United Kingdom;505;362
570503;10/11/2021;17965;United Kingdom;65;48
578809;11/25/2021;13048;United Kingdom;281;461
553735;5/19/2021;14735;United Kingdom;20;36
567854;9/22/2021;14038;United Kingdom;264;474
568301;9/26/2021;16383;United Kingdom;177;359
566602;9/13/2021;;United Kingdom;393;1434
543199;02/04/2021;13102;United Kingdom;118;195
568706;9/28/2021;14911;EIRE;59;330
559708;07/12/2021;13549;United Kingdom;57;117
566926;9/15/2021;17402;United Kingdom;48;115
552936;05/12/2021;13113;United Kingdom;-6;-51
546002;03/08/2021;;United Kingdom;1;3
578010;11/22/2021;15971;United Kingdom;100;204
568532;9/27/2021;14356;United Kingdom;-7;-19
537301;12/06/2020;15860;United Kingdom;72;103
578817;11/25/2021;16764;United Kingdom;128;276
541851;1/23/2021;17841;United Kingdom;52;105
559152;07/06/2021;14214;United Kingdom;53;77
571674;10/18/2021;;United Kingdom;100;0
572531;10/24/2021;13269;United Kingdom;-2;-2
549456;04/08/2021;;United Kingdom;-6;0
556885;6/15/2021;18073;United Kingdom;6;18
563853;8/19/2021;12560;Germany;8;144
561613;7/28/2021;14194;United Kingdom;-6;-28
569992;10/06/2021;16133;United Kingdom;-48;-79
567168;9/18/2021;14878;United Kingdom;67;111
569485;10/04/2021;12705;Germany;-3;-7
545011;2/25/2021;13666;United Kingdom;13;44
540701;01/11/2021;15640;United Kingdom;348;602
575332;11/09/2021;13209;United Kingdom;48;86
573325;10/30/2021;15370;United Kingdom;28;314
537618;12/07/2020;15061;United Kingdom;956;2022
539740;12/21/2020;;United Kingdom;136;1041
556684;6/14/2021;12901;United Kingdom;12;83
557676;6/22/2021;15804;United Kingdom;314;600
549910;04/12/2021;16697;United Kingdom;27;113
561490;7/27/2021;;United Kingdom;3;0
567897;9/22/2021;12364;Belgium;181;80
537780;12/08/2020;17324;United Kingdom;51;127
543826;2/14/2021;;United Kingdom;325;1435
555093;5/31/2021;12720;Germany;32;75
547923;3/28/2021;14344;United Kingdom;23;83
556457;06/10/2021;15856;United Kingdom;-7;-49
542549;1/28/2021;15696;United Kingdom;4;20
573928;11/02/2021;16839;United Kingdom;365;599
545689;03/06/2021;16033;United Kingdom;-2;-6
540030;01/04/2021;16029;United Kingdom;-24;-90
556910;6/15/2021;12748;United Kingdom;859;874
580026;12/01/2021;17381;United Kingdom;360;308
558447;6/29/2021;15311;United Kingdom;480;856
565323;09/02/2021;14606;United Kingdom;-3;-13
549428;04/08/2021;15815;United Kingdom;192;453
536639;12/02/2020;15111;United Kingdom;106;289
544423;2/18/2021;12553;France;15;6
536977;12/03/2020;17954;United Kingdom;60;109
564490;8/25/2021;13266;United Kingdom;-3;-3
572121;10/20/2021;17092;United Kingdom;524;788
570245;10/09/2021;14415;United Kingdom;141;281
544673;2/22/2021;13421;United Kingdom;495;825
577263;11/18/2021;;United Kingdom;66;0
561086;7/25/2021;;United Kingdom;-530;0
558741;07/01/2021;;United Kingdom;-1;0
548662;04/01/2021;;United Kingdom;-180;0
539951;12/23/2020;;United Kingdom;7;33
551323;4/27/2021;;United Kingdom;-9;0
543653;02/11/2021;14796;United Kingdom;188;354
549559;04/10/2021;12447;Belgium;190;476
549238;04/07/2021;14667;United Kingdom;205;389
564479;8/25/2021;12682;France;206;470
552968;05/12/2021;16184;United Kingdom;26;148
537655;12/07/2020;15081;United Kingdom;57;111
551851;05/04/2021;17511;United Kingdom;200;998
570088;10/07/2021;16764;United Kingdom;95;238
567933;9/22/2021;;United Kingdom;-30;0
542137;1/25/2021;;United Kingdom;14;20
542102;1/25/2021;12744;Singapore;1091;2053
547059;3/20/2021;14693;United Kingdom;34;173
547566;3/24/2021;12811;Portugal;1;27
544042;2/15/2021;14527;United Kingdom;29;91
547820;3/25/2021;13743;United Kingdom;156;142
542580;1/28/2021;;United Kingdom;-1;0
574098;11/03/2021;16337;United Kingdom;87;151
577829;11/22/2021;;United Kingdom;1;0
561501;7/27/2021;;United Kingdom;-1;0
562843;08/09/2021;;United Kingdom;436;1719
569659;10/05/2021;14099;United Kingdom;218;363
567213;9/19/2021;14684;United Kingdom;84;129
550536;4/19/2021;16325;United Kingdom;-18;-53
548714;04/03/2021;17337;United Kingdom;264;467
550723;4/20/2021;17454;United Kingdom;57;115
571028;10/13/2021;16770;United Kingdom;93;114
570843;10/12/2021;17293;United Kingdom;159;236
546164;03/10/2021;15939;United Kingdom;165;547
567145;9/16/2021;12921;United Kingdom;354;549
573019;10/27/2021;15145;United Kingdom;190;312
576651;11/16/2021;14626;United Kingdom;209;609
557218;6/17/2021;17426;United Kingdom;36;98
563438;8/16/2021;13743;United Kingdom;168;166
569367;10/03/2021;13994;United Kingdom;378;808
556462;06/12/2021;14450;United Kingdom;89;214
562604;08/08/2021;17611;United Kingdom;270;302
578666;11/24/2021;17727;United Kingdom;645;1060
566079;09/09/2021;17593;United Kingdom;782;986
553738;5/19/2021;17469;United Kingdom;130;305
549535;04/08/2021;14110;United Kingdom;-2;-14
552228;05/06/2021;;United Kingdom;-93;0
579135;11/28/2021;18096;United Kingdom;218;288
543463;02/08/2021;15311;United Kingdom;518;694
542783;02/01/2021;;United Kingdom;4;0
546256;03/10/2021;15738;United Kingdom;-6;-8
541999;1/25/2021;;United Kingdom;404;1569
579734;11/30/2021;;United Kingdom;-153;0
577307;11/18/2021;;United Kingdom;-313;0
571633;10/18/2021;;United Kingdom;100;0
568323;9/26/2021;15078;United Kingdom;136;304
578307;11/23/2021;17290;United Kingdom;276;353
550838;4/21/2021;14577;United Kingdom;60;121
568549;9/27/2021;13950;United Kingdom;69;144
569932;10/06/2021;18221;United Kingdom;148;172
548713;04/03/2021;17337;United Kingdom;-16;-39
546563;3/15/2021;15047;United Kingdom;222;344
557022;6/16/2021;16942;United Kingdom;-4;-26
564209;8/24/2021;14189;United Kingdom;-2;-6
543637;02/10/2021;15738;United Kingdom;-8;-13
574476;11/04/2021;17203;United Kingdom;147;215
566269;09/11/2021;17864;United Kingdom;380;272
559636;07/11/2021;13058;United Kingdom;9;48
542590;1/28/2021;17920;United Kingdom;83;160
551814;05/04/2021;18065;United Kingdom;34;96
550352;4/18/2021;16719;United Kingdom;125;226
554312;5/23/2021;;United Kingdom;-2;0
558644;07/01/2021;14156;EIRE;19;679
579013;11/28/2021;18229;United Kingdom;82;317
566204;09/09/2021;14628;United Kingdom;166;340
536750;12/02/2020;17850;United Kingdom;118;435
548401;3/31/2021;14479;United Kingdom;59;142
539272;12/16/2020;15759;United Kingdom;32;97
569573;10/05/2021;17511;United Kingdom;2085;3856
573985;11/02/2021;;United Kingdom;2;0
559511;07/08/2021;15920;United Kingdom;3;2
567511;9/20/2021;13094;United Kingdom;216;229
561646;7/28/2021;16029;United Kingdom;248;478
564353;8/24/2021;15764;United Kingdom;1165;1565
569571;10/05/2021;16684;United Kingdom;2788;2487
553873;5/19/2021;14859;United Kingdom;209;297
571298;10/17/2021;15769;United Kingdom;1300;2327
564212;8/24/2021;13209;United Kingdom;-5;-16
573495;10/31/2021;;United Kingdom;184;0
564559;8/26/2021;15811;United Kingdom;292;479
542547;1/28/2021;;United Kingdom;-1;0
566575;9/13/2021;17133;United Kingdom;1238;1659
554837;5/26/2021;14584;United Kingdom;79;254
566914;9/15/2021;15466;United Kingdom;246;335
562263;08/03/2021;17514;United Kingdom;135;209
546498;3/14/2021;15493;United Kingdom;155;539
554351;5/24/2021;15132;United Kingdom;118;176
538049;12/09/2020;12748;United Kingdom;8;18
544301;2/17/2021;14606;United Kingdom;76;147
559656;07/11/2021;13675;United Kingdom;126;178
562341;08/04/2021;15005;United Kingdom;195;192
539055;12/15/2020;13829;United Kingdom;-12;-102
